id,deeplink_href,thumbnail_img_src,title,has_motiv,has_glitzer,geschlecht,shop,colors_palette_id,is_primary,R,G,B,H,S,V,HEX,name_de,name_en,parent_name_de_2, R_palette, G_palette, B_palette, H_palette, S_palette, V_palette, weight_parent_color
942,https://www.hm.com/de/product/17505?article=17505-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200695733%20003%2099%2026073825631af29479f6abc95185e2dc1a83041e_0695733_003.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Flegacy%2Fv1%2Fproduct.chain%5D,Geschwistershirt mit Kurzarm,0,0,m,h_und_m,47,1,229,230,231,210,1,91,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.25
942,https://www.hm.com/de/product/17505?article=17505-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200695733%20003%2099%2026073825631af29479f6abc95185e2dc1a83041e_0695733_003.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Flegacy%2Fv1%2Fproduct.chain%5D,Geschwistershirt mit Kurzarm,0,0,m,h_und_m,74,1,131,176,213,207,38,84,#87cefa,helles Himmelblau,lightskyblue,blau,135,206,250,203,46,98,0.25
943,https://www.hm.com/de/product/09210?article=09210-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200666327%20009%2099%208f31c2a4351ffd4951df9b3ebd9d6cae11117957.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Wendepailletten,1,0,m,h_und_m,35,0,50,55,86,232,42,34,#483d8b,dunkles Schieferblau,darkslateblue,lila,72,61,139,248,56,55,0.5
943,https://www.hm.com/de/product/09210?article=09210-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200666327%20009%2099%208f31c2a4351ffd4951df9b3ebd9d6cae11117957.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Wendepailletten,1,0,m,h_und_m,35,1,62,67,96,231,35,38,#483d8b,dunkles Schieferblau,darkslateblue,lila,72,61,139,248,56,55,0.5
944,https://www.hm.com/de/product/83290?article=83290-F,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FG00%200568174%20021%2099%2003519eea9a0b25b109ac827c302083e128e60056.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Baumwollhemd,0,0,m,h_und_m,47,1,223,224,227,225,2,89,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.5
944,https://www.hm.com/de/product/83290?article=83290-F,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FG00%200568174%20021%2099%2003519eea9a0b25b109ac827c302083e128e60056.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Baumwollhemd,0,0,m,h_und_m,127,1,107,111,130,230,18,51,#708090,Schiefergrau,slategrey,grau,112,128,144,210,22,56,0.5
945,https://www.hm.com/de/product/95079?article=95079-C,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200621965%20013%2099%20eafc8fa6dac20c846bf375b04335506ae35a44f5.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Wendepailletten,1,0,m,h_und_m,8,0,32,25,26,351,22,13,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.25
945,https://www.hm.com/de/product/95079?article=95079-C,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200621965%20013%2099%20eafc8fa6dac20c846bf375b04335506ae35a44f5.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Wendepailletten,1,0,m,h_und_m,27,0,212,200,102,53,52,83,#bdb76b,Dunkelkhaki,darkkhaki,gruen,189,183,107,56,43,74,0.25
945,https://www.hm.com/de/product/95079?article=95079-C,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200621965%20013%2099%20eafc8fa6dac20c846bf375b04335506ae35a44f5.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Wendepailletten,1,0,m,h_und_m,48,1,234,234,244,240,4,96,#f8f8ff,Geisterweiss,ghostwhite,weiss,248,248,255,240,3,100,0.5
946,https://www.hm.com/de/product/09249?article=09249-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200662721%20001%2099%2082a5540bcbda866f2dca317767874e1333a23eb9.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B2%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Bluse mit Volantkragen,1,1,f,h_und_m,47,0,217,216,215,30,1,85,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.25
946,https://www.hm.com/de/product/09249?article=09249-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200662721%20001%2099%2082a5540bcbda866f2dca317767874e1333a23eb9.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B2%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Bluse mit Volantkragen,1,1,f,h_und_m,131,0,184,170,146,38,21,72,#d2b48c,hautfarben,tan,braun,210,180,140,34,33,82,0.25
946,https://www.hm.com/de/product/09249?article=09249-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200662721%20001%2099%2082a5540bcbda866f2dca317767874e1333a23eb9.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B2%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Bluse mit Volantkragen,1,1,f,h_und_m,48,1,234,234,244,240,4,96,#f8f8ff,Geisterweiss,ghostwhite,weiss,248,248,255,240,3,100,0.5
947,https://www.hm.com/de/product/93564?article=93564-C,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200598196%20010%2099%20c91ae0f8d2f0cdf2d983ce5cb7877ce85eb85ccb.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Jerseyshirt,0,0,f,h_und_m,94,1,244,220,228,340,10,96,#ffe4e1,Altrosa,mistyrose,rosa,255,228,225,6,12,100,1
948,https://www.hm.com/de/product/00727?article=00727-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200599147%20003%2099%201364df29db4e65643a3b0d70aa73107b95286632.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt aus Baumwolljersey,0,0,f,h_und_m,111,1,224,184,192,348,18,88,#ffc0cb,Rosa,pink,rosa,255,192,203,350,25,100,1
949,https://www.hm.com/de/product/07237?article=07237-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200647685%20001%2099%206f5b38379a0a7941799a58ae2cadd948717167de.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Tanktop,1,0,m,h_und_m,35,0,30,64,100,211,70,39,#483d8b,dunkles Schieferblau,darkslateblue,lila,72,61,139,248,56,55,0.5
949,https://www.hm.com/de/product/07237?article=07237-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200647685%20001%2099%206f5b38379a0a7941799a58ae2cadd948717167de.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Tanktop,1,0,m,h_und_m,40,1,73,177,219,197,67,86,#00bfff,tiefes Himmelblau,deepskyblue,blau,0,191,255,195,100,100,0.5
950,https://www.hm.com/de/product/05093?article=05093-D,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FG00%200614714%20006%2099%203c1088de61210119003101f26ccd329604dc3568.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Jerseyshirt mit Motiv,0,0,f,h_und_m,119,0,228,132,116,9,49,89,#fa8072,lachsfarben,salmon,rosa,250,128,114,6,54,98,0.5
950,https://www.hm.com/de/product/05093?article=05093-D,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FG00%200614714%20006%2099%203c1088de61210119003101f26ccd329604dc3568.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Jerseyshirt mit Motiv,0,0,f,h_und_m,47,1,231,229,230,330,1,91,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.25
950,https://www.hm.com/de/product/05093?article=05093-D,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FG00%200614714%20006%2099%203c1088de61210119003101f26ccd329604dc3568.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Jerseyshirt mit Motiv,0,0,f,h_und_m,8,1,51,53,65,231,22,25,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.25
951,https://www.hm.com/de/product/52636?article=52636-X,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200402065%20043%2099%208afdb2d59fd547b3d3b3fa761941909146b4d9d2.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B2%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Jerseyshirt,0,0,m,h_und_m,92,0,37,44,72,228,49,28,#191970,Mitternachtsblau,midnightblue,blau,25,25,112,240,78,44,0.25
951,https://www.hm.com/de/product/52636?article=52636-X,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200402065%20043%2099%208afdb2d59fd547b3d3b3fa761941909146b4d9d2.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B2%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Jerseyshirt,0,0,m,h_und_m,50,0,221,169,14,45,94,87,#daa520,Goldrute,goldenrod,gelb,218,165,32,43,85,85,0.25
951,https://www.hm.com/de/product/52636?article=52636-X,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200402065%20043%2099%208afdb2d59fd547b3d3b3fa761941909146b4d9d2.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B2%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Jerseyshirt,0,0,m,h_und_m,48,1,234,234,244,240,4,96,#f8f8ff,Geisterweiss,ghostwhite,weiss,248,248,255,240,3,100,0.5
952,https://www.hm.com/de/product/17505?article=17505-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200695733%20001%2099%20be363fe8b6add7fb9eb2869b7993c5bea877b27d_0695733_001.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Flegacy%2Fv1%2Fproduct.chain%5D,Geschwistershirt mit Kurzarm,0,0,m,h_und_m,92,0,15,42,70,211,79,27,#191970,Mitternachtsblau,midnightblue,blau,25,25,112,240,78,44,0.5
952,https://www.hm.com/de/product/17505?article=17505-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200695733%20001%2099%20be363fe8b6add7fb9eb2869b7993c5bea877b27d_0695733_001.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Flegacy%2Fv1%2Fproduct.chain%5D,Geschwistershirt mit Kurzarm,0,0,m,h_und_m,47,1,227,228,228,180,0,89,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.25
952,https://www.hm.com/de/product/17505?article=17505-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200695733%20001%2099%20be363fe8b6add7fb9eb2869b7993c5bea877b27d_0695733_001.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Flegacy%2Fv1%2Fproduct.chain%5D,Geschwistershirt mit Kurzarm,0,0,m,h_und_m,74,1,129,176,217,208,41,85,#87cefa,helles Himmelblau,lightskyblue,blau,135,206,250,203,46,98,0.25
953,https://www.hm.com/de/product/90632?article=90632-L,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200565200%20027%2099%20bbdc69c15aab35c1528f5eb2ee061920720beb7f.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Jerseyshirt mit Druck,1,1,f,h_und_m,133,0,226,172,200,329,24,89,#d8bfd8,Distel,thistle,lila,216,191,216,300,12,85,0.5
953,https://www.hm.com/de/product/90632?article=90632-L,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200565200%20027%2099%20bbdc69c15aab35c1528f5eb2ee061920720beb7f.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Jerseyshirt mit Druck,1,1,f,h_und_m,47,1,219,219,219,0,0,86,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.25
953,https://www.hm.com/de/product/90632?article=90632-L,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200565200%20027%2099%20bbdc69c15aab35c1528f5eb2ee061920720beb7f.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Jerseyshirt mit Druck,1,1,f,h_und_m,41,1,64,63,78,244,19,31,#696969,Dunkelgrau,dimgrey,grau,105,105,105,0,0,41,0.25
954,https://www.hm.com/de/product/14665?article=14665-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200671858%20002%2099%20d2ef66002790d89f18697de71bc6cb657b0c3e67.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Druck,1,0,m,h_und_m,35,0,51,84,123,213,59,48,#483d8b,dunkles Schieferblau,darkslateblue,lila,72,61,139,248,56,55,0.25
954,https://www.hm.com/de/product/14665?article=14665-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200671858%20002%2099%20d2ef66002790d89f18697de71bc6cb657b0c3e67.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Druck,1,0,m,h_und_m,83,0,157,216,185,148,27,85,#66cdaa,mittleres Aquamarin,mediumaquamarine,tuerkis,102,205,170,160,50,80,0.25
954,https://www.hm.com/de/product/14665?article=14665-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200671858%20002%2099%20d2ef66002790d89f18697de71bc6cb657b0c3e67.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Druck,1,0,m,h_und_m,47,1,221,223,224,200,1,88,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.5
955,https://www.hm.com/de/product/13552?article=13552-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200675587%20012%2099%2030e8dfeab74fa0a0f39eed58af06f58313e083ad.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B2%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Druck,1,1,f,h_und_m,41,0,68,64,68,300,6,27,#696969,Dunkelgrau,dimgrey,grau,105,105,105,0,0,41,0.25
955,https://www.hm.com/de/product/13552?article=13552-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200675587%20012%2099%2030e8dfeab74fa0a0f39eed58af06f58313e083ad.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B2%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Druck,1,1,f,h_und_m,133,0,210,186,199,328,11,82,#d8bfd8,Distel,thistle,lila,216,191,216,300,12,85,0.25
955,https://www.hm.com/de/product/13552?article=13552-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200675587%20012%2099%2030e8dfeab74fa0a0f39eed58af06f58313e083ad.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B2%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Druck,1,1,f,h_und_m,47,1,230,229,230,300,0,90,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.5
956,https://www.hm.com/de/product/70829?article=70829-D,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FG00%200508543%20017%2099%2057d124908cda70aff615b40b3b7fd0b84173729f.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Pikeeshirt,1,0,m,h_und_m,35,0,68,71,95,233,28,37,#483d8b,dunkles Schieferblau,darkslateblue,lila,72,61,139,248,56,55,0.5
956,https://www.hm.com/de/product/70829?article=70829-D,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FG00%200508543%20017%2099%2057d124908cda70aff615b40b3b7fd0b84173729f.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B1%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Pikeeshirt,1,0,m,h_und_m,47,1,228,227,229,270,1,90,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.5
957,https://www.hm.com/de/product/07557?article=07557-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200631457%20001%2099%200b6b086ef99a59c95de03308429118ea6c881234.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Bluse,0,0,f,h_und_m,139,1,236,236,234,60,1,93,#f5f5f5,rauchfarben,whitesmoke,grau,245,245,245,0,0,96,1
958,https://www.hm.com/de/product/10014?article=10014-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200649732%20002%2099%209bdc55091411dd42f93b966bda138009bd85d5ed.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Shirt mit Volant,0,0,f,h_und_m,47,1,229,227,225,30,2,90,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.5
958,https://www.hm.com/de/product/10014?article=10014-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200649732%20002%2099%209bdc55091411dd42f93b966bda138009bd85d5ed.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,Shirt mit Volant,0,0,f,h_und_m,8,1,46,45,42,45,9,18,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.5
959,https://www.hm.com/de/product/07251?article=07251-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200630046%20004%2099%20266264a54943e8457a653ba0cc7a81d3d174cf93.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Colourblocking,1,0,m,h_und_m,14,0,32,159,159,180,80,62,#5f9ea0,Kadettenblau,cadetblue,tuerkis,95,158,160,182,41,63,0.25
959,https://www.hm.com/de/product/07251?article=07251-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200630046%20004%2099%20266264a54943e8457a653ba0cc7a81d3d174cf93.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Colourblocking,1,0,m,h_und_m,41,0,120,108,101,22,16,47,#696969,Dunkelgrau,dimgrey,grau,105,105,105,0,0,41,0.25
959,https://www.hm.com/de/product/07251?article=07251-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200630046%20004%2099%20266264a54943e8457a653ba0cc7a81d3d174cf93.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BM%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Colourblocking,1,0,m,h_und_m,47,1,219,218,220,270,1,86,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.5
960,https://www.hm.com/de/product/07251?article=07251-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200630046%20001%2099%208c3abd8ef51cafe9a1ae4859bef6c4e274d046e7.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Colourblocking,0,0,m,h_und_m,35,0,45,50,74,230,39,29,#483d8b,dunkles Schieferblau,darkslateblue,lila,72,61,139,248,56,55,0.25
960,https://www.hm.com/de/product/07251?article=07251-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200630046%20001%2099%208c3abd8ef51cafe9a1ae4859bef6c4e274d046e7.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Colourblocking,0,0,m,h_und_m,115,0,215,37,18,6,92,84,#ff0000,Rot,red,rot,255,0,0,0,100,100,0.25
960,https://www.hm.com/de/product/07251?article=07251-A,http://lp.hm.com/hmprod?set=source%5B%2Fmodel%2F2018%2FH00%200630046%20001%2099%208c3abd8ef51cafe9a1ae4859bef6c4e274d046e7.jpg%5D%2Cmedia_type%5BDESCRIPTIVE_STILL_LIFE%5D%2Ctshirt_size%5BL%5D%2Cquality%5BH%5D%2Chmver%5B0%5D&call=url%5Bfile%3A%2Fstudio2%2Fv1%2Fproduct.chain%5D,T-Shirt mit Colourblocking,0,0,m,h_und_m,47,1,231,229,228,20,1,91,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.5
