id,deeplink_href,thumbnail_img_src,title,has_motiv,has_glitzer,geschlecht,shop,colors_palette_id,is_primary,R,G,B,H,S,V,HEX,name_de,name_en,parent_name_de_2, R_palette, G_palette, B_palette, H_palette, S_palette, V_palette, weight_parent_color
1,https://www.otto.de/p/paw-patrol-t-shirt-paw-patrol-mit-glitzerdruck-625852004/#variationId=625865838,https://i.otto.de/i/otto/22044590?$001PICT36$,"PAW PATROL T-Shirt,Paw Patrol mit Glitzerdruck",1,0,f,otto,107,0,213,92,130,341,57,84,#db7093,blasses Violettrot,palevioletred,rosa,219,112,147,340,49,86,0.25
1,https://www.otto.de/p/paw-patrol-t-shirt-paw-patrol-mit-glitzerdruck-625852004/#variationId=625865838,https://i.otto.de/i/otto/22044590?$001PICT36$,"PAW PATROL T-Shirt,Paw Patrol mit Glitzerdruck",1,0,f,otto,131,0,174,150,125,31,28,68,#d2b48c,hautfarben,tan,braun,210,180,140,34,33,82,0.25
1,https://www.otto.de/p/paw-patrol-t-shirt-paw-patrol-mit-glitzerdruck-625852004/#variationId=625865838,https://i.otto.de/i/otto/22044590?$001PICT36$,"PAW PATROL T-Shirt,Paw Patrol mit Glitzerdruck",1,0,f,otto,61,1,227,224,233,260,4,91,#e6e6fa,Lavendel,lavender,lila,230,230,250,240,8,98,0.25
1,https://www.otto.de/p/paw-patrol-t-shirt-paw-patrol-mit-glitzerdruck-625852004/#variationId=625865838,https://i.otto.de/i/otto/22044590?$001PICT36$,"PAW PATROL T-Shirt,Paw Patrol mit Glitzerdruck",1,0,f,otto,41,1,97,100,109,225,11,43,#696969,Dunkelgrau,dimgrey,grau,105,105,105,0,0,41,0.25
2,https://www.otto.de/p/name-it-tweety-oberteil-mit-langen-aermeln-668151343/#variationId=668159077,https://i.otto.de/i/otto/23681903?$001PICT36$,name it Tweety- Oberteil mit langen Ärmeln,1,1,f,otto,47,0,229,228,227,30,1,90,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.25
2,https://www.otto.de/p/name-it-tweety-oberteil-mit-langen-aermeln-668151343/#variationId=668159077,https://i.otto.de/i/otto/23681903?$001PICT36$,name it Tweety- Oberteil mit langen Ärmeln,1,1,f,otto,107,0,220,116,156,337,47,86,#db7093,blasses Violettrot,palevioletred,rosa,219,112,147,340,49,86,0.25
2,https://www.otto.de/p/name-it-tweety-oberteil-mit-langen-aermeln-668151343/#variationId=668159077,https://i.otto.de/i/otto/23681903?$001PICT36$,name it Tweety- Oberteil mit langen Ärmeln,1,1,f,otto,8,1,40,37,38,340,8,16,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.5
3,https://www.otto.de/p/arizona-langarmshirt-mit-grossem-fotodruck-635585066/#variationId=629824563,https://i.otto.de/i/otto/23870190?$001PICT36$,Arizona Langarmshirt mit grossem Fotodruck,1,0,f,otto,36,0,50,54,50,120,7,21,#2f4f4f,dunkles Schiefergrau,darkslategrey,grau,47,79,79,180,41,31,0.25
3,https://www.otto.de/p/arizona-langarmshirt-mit-grossem-fotodruck-635585066/#variationId=629824563,https://i.otto.de/i/otto/23870190?$001PICT36$,Arizona Langarmshirt mit grossem Fotodruck,1,0,f,otto,118,0,128,79,49,23,62,50,#8b4513,Sattelbraun,saddlebrown,braun,139,69,19,25,86,55,0.25
3,https://www.otto.de/p/arizona-langarmshirt-mit-grossem-fotodruck-635585066/#variationId=629824563,https://i.otto.de/i/otto/23870190?$001PICT36$,Arizona Langarmshirt mit grossem Fotodruck,1,0,f,otto,8,1,27,32,41,219,34,16,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.5
4,https://www.otto.de/p/marc-o-polo-junior-t-shirt-687317550/#variationId=687317551,https://i.otto.de/i/otto/25381455?$001PICT36$,Marc O'Polo Junior T-Shirt,1,0,m,otto,80,0,233,221,212,26,9,91,#faf0e6,Leinen,linen,beige,250,240,230,30,8,98,0.5
4,https://www.otto.de/p/marc-o-polo-junior-t-shirt-687317550/#variationId=687317551,https://i.otto.de/i/otto/25381455?$001PICT36$,Marc O'Polo Junior T-Shirt,1,0,m,otto,110,1,204,126,75,24,63,80,#cd853f,Peru,Peru,braun,205,133,63,30,69,80,0.5
5,https://www.otto.de/p/name-it-batman-print-oberteil-mit-langen-aermeln-684310430/#variationId=684310433,https://i.otto.de/i/otto/25011487?$001PICT36$,name it Batman-Print Oberteil mit langen Ärmeln,1,0,m,otto,41,0,66,72,85,221,22,33,#696969,Dunkelgrau,dimgrey,grau,105,105,105,0,0,41,0.25
5,https://www.otto.de/p/name-it-batman-print-oberteil-mit-langen-aermeln-684310430/#variationId=684310433,https://i.otto.de/i/otto/25011487?$001PICT36$,name it Batman-Print Oberteil mit langen Ärmeln,1,0,m,otto,131,0,206,187,132,45,36,81,#d2b48c,hautfarben,tan,braun,210,180,140,34,33,82,0.25
5,https://www.otto.de/p/name-it-batman-print-oberteil-mit-langen-aermeln-684310430/#variationId=684310433,https://i.otto.de/i/otto/25011487?$001PICT36$,name it Batman-Print Oberteil mit langen Ärmeln,1,0,m,otto,124,1,200,199,194,50,3,78,#c0c0c0,Silber,silver,grau,192,192,192,0,0,75,0.5
6,https://www.otto.de/p/cars-langarmshirt-mit-wendepailetten-2-unterschiedliche-motive-672644840/#variationId=672646924,https://i.otto.de/i/otto/27789849?$001PICT36$,Cars Langarmshirt mit Wendepailetten=2 unterschiedliche Motive,1,1,m,otto,57,0,177,96,90,4,49,69,#cd5c5c,Indischrot,indianred,rot,205,92,92,0,55,80,0.25
6,https://www.otto.de/p/cars-langarmshirt-mit-wendepailetten-2-unterschiedliche-motive-672644840/#variationId=672646924,https://i.otto.de/i/otto/27789849?$001PICT36$,Cars Langarmshirt mit Wendepailetten=2 unterschiedliche Motive,1,1,m,otto,137,0,227,219,186,48,18,89,#f5deb3,weiss,wheat,beige,245,222,179,39,27,96,0.25
6,https://www.otto.de/p/cars-langarmshirt-mit-wendepailetten-2-unterschiedliche-motive-672644840/#variationId=672646924,https://i.otto.de/i/otto/27789849?$001PICT36$,Cars Langarmshirt mit Wendepailetten=2 unterschiedliche Motive,1,1,m,otto,117,1,17,94,159,207,89,62,#4169e1,Koenigsblau,royalblue,blau,65,105,225,225,71,88,0.5
7,https://www.otto.de/p/tom-tailor-t-shirt-gestreiftes-t-shirt-mit-surf-print-738851057/#variationId=738851058,https://i.otto.de/i/otto/28568213?$001PICT36$,TOM TAILOR T-Shirt ??Gestreiftes T-Shirt mit Surf-Print??,1,0,m,otto,34,0,161,177,150,96,15,69,#8fbc8f,dunkles Seegruen,darkseagreen,gruen,143,188,143,120,24,74,0.25
7,https://www.otto.de/p/tom-tailor-t-shirt-gestreiftes-t-shirt-mit-surf-print-738851057/#variationId=738851058,https://i.otto.de/i/otto/28568213?$001PICT36$,TOM TAILOR T-Shirt ??Gestreiftes T-Shirt mit Surf-Print??,1,0,m,otto,124,0,164,185,183,174,11,73,#c0c0c0,Silber,silver,grau,192,192,192,0,0,75,0.25
7,https://www.otto.de/p/tom-tailor-t-shirt-gestreiftes-t-shirt-mit-surf-print-738851057/#variationId=738851058,https://i.otto.de/i/otto/28568213?$001PICT36$,TOM TAILOR T-Shirt ??Gestreiftes T-Shirt mit Surf-Print??,1,0,m,otto,47,1,226,227,223,75,2,89,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.5
8,https://www.otto.de/p/kidoki-langarmshirt-mit-fotodruck-einhorn-vorn-635585065/#variationId=629824494,https://i.otto.de/i/otto/21325157?$001PICT36$,"""Kidoki Langarmshirt mit Fotodruck """"Einhorn"""" vorn""",1,0,f,otto,128,0,249,247,250,280,1,98,#fffafa,Schneeweiss,snow,weiss,255,250,250,0,2,100,0.25
8,https://www.otto.de/p/kidoki-langarmshirt-mit-fotodruck-einhorn-vorn-635585065/#variationId=629824494,https://i.otto.de/i/otto/21325157?$001PICT36$,"""Kidoki Langarmshirt mit Fotodruck """"Einhorn"""" vorn""",1,0,f,otto,61,0,228,220,236,270,7,93,#e6e6fa,Lavendel,lavender,lila,230,230,250,240,8,98,0.25
8,https://www.otto.de/p/kidoki-langarmshirt-mit-fotodruck-einhorn-vorn-635585065/#variationId=629824494,https://i.otto.de/i/otto/21325157?$001PICT36$,"""Kidoki Langarmshirt mit Fotodruck """"Einhorn"""" vorn""",1,0,f,otto,133,1,195,186,214,259,13,84,#d8bfd8,Distel,thistle,lila,216,191,216,300,12,85,0.5
9,https://www.otto.de/p/paw-patrol-langarmshirt-paw-patrol-668306669/#variationId=668268012,https://i.otto.de/i/otto/27399419?$001PICT36$,PAW PATROL Langarmshirt ??PAW PATROL??,1,1,f,otto,26,0,163,165,170,223,4,67,#a9a9a9,Dunkelgrau,darkgrey,grau,169,169,169,0,0,66,0.25
9,https://www.otto.de/p/paw-patrol-langarmshirt-paw-patrol-668306669/#variationId=668268012,https://i.otto.de/i/otto/27399419?$001PICT36$,PAW PATROL Langarmshirt ??PAW PATROL??,1,1,f,otto,13,0,230,186,126,35,45,90,#deb887,Gelbbraun,burlywood,braun,222,184,135,34,39,87,0.25
9,https://www.otto.de/p/paw-patrol-langarmshirt-paw-patrol-668306669/#variationId=668268012,https://i.otto.de/i/otto/27399419?$001PICT36$,PAW PATROL Langarmshirt ??PAW PATROL??,1,1,f,otto,91,1,192,39,95,338,80,75,#c71585,mittleres Violettrot,mediumvioletred,pink,199,21,133,322,89,78,0.5
10,https://www.otto.de/p/trigema-t-shirt-omas-liebling-595521152/#variationId=595521160,https://i.otto.de/i/otto/19772226?$001PICT36$,TRIGEMA T-Shirt Omas Liebling,1,1,m,otto,26,0,176,172,168,30,5,69,#a9a9a9,Dunkelgrau,darkgrey,grau,169,169,169,0,0,66,0.25
10,https://www.otto.de/p/trigema-t-shirt-omas-liebling-595521152/#variationId=595521160,https://i.otto.de/i/otto/19772226?$001PICT36$,TRIGEMA T-Shirt Omas Liebling,1,1,m,otto,20,0,212,51,56,358,76,83,#dc143c,Karmesinrot,crimson,rot,220,20,60,348,91,86,0.25
10,https://www.otto.de/p/trigema-t-shirt-omas-liebling-595521152/#variationId=595521160,https://i.otto.de/i/otto/19772226?$001PICT36$,TRIGEMA T-Shirt Omas Liebling,1,1,m,otto,47,1,233,231,232,330,1,91,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.5
11,https://www.otto.de/p/name-it-tafel-print-t-shirt-689024903/#variationId=689032093,https://i.otto.de/i/otto/28428640?$001PICT36$,name it Tafel-Print T-Shirt,1,0,f,otto,8,0,50,48,47,20,6,20,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.5
11,https://www.otto.de/p/name-it-tafel-print-t-shirt-689024903/#variationId=689032093,https://i.otto.de/i/otto/28428640?$001PICT36$,name it Tafel-Print T-Shirt,1,0,f,otto,2,1,239,216,201,24,16,94,#faebd7,Antikweiss,antiquewhite,beige,250,235,215,34,14,98,0.5
12,https://www.otto.de/p/bench-langarmshirt-mit-alloverdruck-568847426/#variationId=568847443,https://i.otto.de/i/otto/19158845?$001PICT36$,Bench. Langarmshirt mit Alloverdruck,1,0,f,otto,116,0,191,156,172,333,18,75,#bc8f8f,rosiges Braun,rosybrown,rosa,188,143,143,0,24,74,0.5
12,https://www.otto.de/p/bench-langarmshirt-mit-alloverdruck-568847426/#variationId=568847443,https://i.otto.de/i/otto/19158845?$001PICT36$,Bench. Langarmshirt mit Alloverdruck,1,0,f,otto,114,1,87,52,63,341,40,34,#800080,Violett,purple,lila,128,0,128,300,100,50,0.5
13,https://www.otto.de/p/name-it-smiley-t-shirt-mit-langen-aermeln-712028650/#variationId=712028850,https://i.otto.de/i/otto/27286613?$001PICT36$,name it Smiley T-Shirt mit langen Ärmeln,1,1,f,otto,8,0,68,47,60,323,31,27,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.25
13,https://www.otto.de/p/name-it-smiley-t-shirt-mit-langen-aermeln-712028650/#variationId=712028850,https://i.otto.de/i/otto/27286613?$001PICT36$,name it Smiley T-Shirt mit langen Ärmeln,1,1,f,otto,66,0,252,132,140,356,48,99,#f08080,helles Korallenrot,lightcoral,rosa,240,128,128,0,47,94,0.25
13,https://www.otto.de/p/name-it-smiley-t-shirt-mit-langen-aermeln-712028650/#variationId=712028850,https://i.otto.de/i/otto/27286613?$001PICT36$,name it Smiley T-Shirt mit langen Ärmeln,1,1,f,otto,20,1,219,13,42,352,94,86,#dc143c,Karmesinrot,crimson,rot,220,20,60,348,91,86,0.5
14,https://www.otto.de/p/name-it-nitgestar-oberteil-mit-langen-aermeln-678114768/#variationId=678114771,https://i.otto.de/i/otto/24491699?$001PICT36$,name it nitgestar Oberteil mit langen Ärmeln,1,1,f,otto,131,0,181,156,116,37,36,71,#d2b48c,hautfarben,tan,braun,210,180,140,34,33,82,0.5
14,https://www.otto.de/p/name-it-nitgestar-oberteil-mit-langen-aermeln-678114768/#variationId=678114771,https://i.otto.de/i/otto/24491699?$001PICT36$,name it nitgestar Oberteil mit langen Ärmeln,1,1,f,otto,20,1,243,47,77,351,81,95,#dc143c,Karmesinrot,crimson,rot,220,20,60,348,91,86,0.5
15,https://www.otto.de/p/tom-tailor-t-shirt-t-shirt-mit-surf-print-732673191/#variationId=732673199,https://i.otto.de/i/otto/28324594?$001PICT36$,TOM TAILOR T-Shirt ??T-Shirt mit Surf-Print??,1,0,m,otto,134,0,203,99,67,14,67,80,#ff6347,Tomate,tomato,rot,255,99,71,9,72,100,0.5
15,https://www.otto.de/p/tom-tailor-t-shirt-t-shirt-mit-surf-print-732673191/#variationId=732673199,https://i.otto.de/i/otto/28324594?$001PICT36$,TOM TAILOR T-Shirt ??T-Shirt mit Surf-Print??,1,0,m,otto,36,1,52,75,65,154,31,29,#2f4f4f,dunkles Schiefergrau,darkslategrey,grau,47,79,79,180,41,31,0.5
16,https://www.otto.de/p/trigema-t-shirt-fussball-raudi-397723121/#variationId=632985715,https://i.otto.de/i/otto/20643012?$001PICT36$,TRIGEMA T-Shirt Fu??ball-Raudi,1,0,m,otto,57,0,192,99,94,3,51,75,#cd5c5c,Indischrot,indianred,rot,205,92,92,0,55,80,0.25
16,https://www.otto.de/p/trigema-t-shirt-fussball-raudi-397723121/#variationId=632985715,https://i.otto.de/i/otto/20643012?$001PICT36$,TRIGEMA T-Shirt Fu??ball-Raudi,1,0,m,otto,96,0,247,215,172,34,30,97,#ffdead,Navajoweiss,navajowhite,beige,255,222,173,36,32,100,0.25
16,https://www.otto.de/p/trigema-t-shirt-fussball-raudi-397723121/#variationId=632985715,https://i.otto.de/i/otto/20643012?$001PICT36$,TRIGEMA T-Shirt Fu??ball-Raudi,1,0,m,otto,35,1,14,67,138,214,90,54,#483d8b,dunkles Schieferblau,darkslateblue,lila,72,61,139,248,56,55,0.5
17,https://www.otto.de/p/name-it-batman-print-oberteil-mit-langen-aermeln-668009415/#variationId=668009417,https://i.otto.de/i/otto/23688025?$001PICT36$,name it Batman-Print Oberteil mit langen Ärmeln,1,0,m,otto,69,0,215,214,214,0,0,84,#d3d3d3,Hellgrau,lightgray,grau,211,211,211,0,0,83,0.25
17,https://www.otto.de/p/name-it-batman-print-oberteil-mit-langen-aermeln-668009415/#variationId=668009417,https://i.otto.de/i/otto/23688025?$001PICT36$,name it Batman-Print Oberteil mit langen Ärmeln,1,0,m,otto,8,0,47,43,42,12,11,18,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.25
17,https://www.otto.de/p/name-it-batman-print-oberteil-mit-langen-aermeln-668009415/#variationId=668009417,https://i.otto.de/i/otto/23688025?$001PICT36$,name it Batman-Print Oberteil mit langen Ärmeln,1,0,m,otto,8,1,55,50,62,265,19,24,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.5
18,https://www.otto.de/p/kidoki-langarmshirt-mit-chiffon-volants-vorn-578975273/#variationId=578976260,https://i.otto.de/i/otto/19544685?$001PICT36$,Kidoki Langarmshirt mit Chiffon-Volants vorn,0,0,f,otto,94,1,225,189,180,12,20,88,#ffe4e1,Altrosa,mistyrose,rosa,255,228,225,6,12,100,1
19,https://www.otto.de/p/name-it-glitzerprint-t-shirt-mit-langen-aermeln-710802800/#variationId=710802806,https://i.otto.de/i/otto/27186938?$001PICT36$,name it Glitzerprint T-Shirt mit langen Ärmeln,1,1,f,otto,110,0,188,132,82,28,56,74,#cd853f,Peru,Peru,braun,205,133,63,30,69,80,0.25
19,https://www.otto.de/p/name-it-glitzerprint-t-shirt-mit-langen-aermeln-710802800/#variationId=710802806,https://i.otto.de/i/otto/27186938?$001PICT36$,name it Glitzerprint T-Shirt mit langen Ärmeln,1,1,f,otto,43,0,196,11,26,355,94,77,#b22222,Backstein,firebrick,rot,178,34,34,0,81,70,0.25
19,https://www.otto.de/p/name-it-glitzerprint-t-shirt-mit-langen-aermeln-710802800/#variationId=710802806,https://i.otto.de/i/otto/27186938?$001PICT36$,name it Glitzerprint T-Shirt mit langen Ärmeln,1,1,f,otto,71,1,228,173,188,344,24,89,#ffb6c1,Hellrosa,lightpink,rosa,255,182,193,351,29,100,0.5
20,https://www.otto.de/p/steiff-t-shirt-686011405/#variationId=686076596,https://i.otto.de/i/otto/28006121?$001PICT36$,Steiff T-Shirt,1,1,m,otto,76,0,164,180,204,216,20,80,#b0c4de,helles Stahlblau,lightsteelblue,blau,176,196,222,214,21,87,0.25
20,https://www.otto.de/p/steiff-t-shirt-686011405/#variationId=686076596,https://i.otto.de/i/otto/28006121?$001PICT36$,Steiff T-Shirt,1,1,m,otto,26,0,175,165,153,33,13,69,#a9a9a9,Dunkelgrau,darkgrey,grau,169,169,169,0,0,66,0.25
20,https://www.otto.de/p/steiff-t-shirt-686011405/#variationId=686076596,https://i.otto.de/i/otto/28006121?$001PICT36$,Steiff T-Shirt,1,1,m,otto,117,1,90,115,163,219,45,64,#4169e1,Koenigsblau,royalblue,blau,65,105,225,225,71,88,0.5
21,https://www.otto.de/p/lego-wear-t-shirt-tanya-309-mit-glitzer-druck-687025055/#variationId=687025072,https://i.otto.de/i/otto/25380355?$001PICT36$,LEGO?? Wear T-Shirt ??TANYA 309?? mit Glitzer-Druck,1,1,f,otto,94,0,237,211,216,348,11,93,#ffe4e1,Altrosa,mistyrose,rosa,255,228,225,6,12,100,0.25
21,https://www.otto.de/p/lego-wear-t-shirt-tanya-309-mit-glitzer-druck-687025055/#variationId=687025072,https://i.otto.de/i/otto/25380355?$001PICT36$,LEGO?? Wear T-Shirt ??TANYA 309?? mit Glitzer-Druck,1,1,f,otto,51,0,133,131,144,249,9,56,808080,Grau,gray ,grau,128,128,128,0,0,50,0.25
21,https://www.otto.de/p/lego-wear-t-shirt-tanya-309-mit-glitzer-druck-687025055/#variationId=687025072,https://i.otto.de/i/otto/25380355?$001PICT36$,LEGO?? Wear T-Shirt ??TANYA 309?? mit Glitzer-Druck,1,1,f,otto,20,1,218,50,95,344,77,85,#dc143c,Karmesinrot,crimson,rot,220,20,60,348,91,86,0.5
22,https://www.otto.de/p/trigema-t-shirt-opas-liebling-595521808/#variationId=595521813,https://i.otto.de/i/otto/19759623?$001PICT36$,TRIGEMA T-Shirt Opas Liebling,1,1,m,otto,43,0,177,73,59,7,67,69,#b22222,Backstein,firebrick,rot,178,34,34,0,81,70,0.25
22,https://www.otto.de/p/trigema-t-shirt-opas-liebling-595521808/#variationId=595521813,https://i.otto.de/i/otto/19759623?$001PICT36$,TRIGEMA T-Shirt Opas Liebling,1,1,m,otto,26,0,171,172,172,180,1,67,#a9a9a9,Dunkelgrau,darkgrey,grau,169,169,169,0,0,66,0.25
22,https://www.otto.de/p/trigema-t-shirt-opas-liebling-595521808/#variationId=595521813,https://i.otto.de/i/otto/19759623?$001PICT36$,TRIGEMA T-Shirt Opas Liebling,1,1,m,otto,47,1,233,230,230,0,1,91,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.5
23,https://www.otto.de/p/bench-langarmshirt-mit-alloverdruck-568847426/#variationId=568847443,https://i.otto.de/i/otto/19158819?$001PICT36$,Bench. Langarmshirt mit Alloverdruck,1,0,f,otto,41,0,122,106,108,353,13,48,#696969,Dunkelgrau,dimgrey,grau,105,105,105,0,0,41,0.5
23,https://www.otto.de/p/bench-langarmshirt-mit-alloverdruck-568847426/#variationId=568847443,https://i.otto.de/i/otto/19158819?$001PICT36$,Bench. Langarmshirt mit Alloverdruck,1,0,f,otto,116,1,203,169,170,358,17,80,#bc8f8f,rosiges Braun,rosybrown,rosa,188,143,143,0,24,74,0.5
24,https://www.otto.de/p/trigema-t-shirt-omas-liebling-595520937/#variationId=595520947,https://i.otto.de/i/otto/19795002?$001PICT36$,TRIGEMA T-Shirt Omas Liebling,1,1,f,otto,26,0,168,154,159,339,8,66,#a9a9a9,Dunkelgrau,darkgrey,grau,169,169,169,0,0,66,0.25
24,https://www.otto.de/p/trigema-t-shirt-omas-liebling-595520937/#variationId=595520947,https://i.otto.de/i/otto/19795002?$001PICT36$,TRIGEMA T-Shirt Omas Liebling,1,1,f,otto,20,0,220,63,63,0,71,86,#dc143c,Karmesinrot,crimson,rot,220,20,60,348,91,86,0.25
24,https://www.otto.de/p/trigema-t-shirt-omas-liebling-595520937/#variationId=595520947,https://i.otto.de/i/otto/19795002?$001PICT36$,TRIGEMA T-Shirt Omas Liebling,1,1,f,otto,47,1,232,230,230,0,1,91,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.5
25,https://www.otto.de/p/trigema-t-shirt-smile-595524376/#variationId=595524381,https://i.otto.de/i/otto/20621685?$001PICT36$,TRIGEMA T-Shirt Smile,1,1,f,otto,80,0,237,220,211,21,11,93,#faf0e6,Leinen,linen,beige,250,240,230,30,8,98,0.25
25,https://www.otto.de/p/trigema-t-shirt-smile-595524376/#variationId=595524381,https://i.otto.de/i/otto/20621685?$001PICT36$,TRIGEMA T-Shirt Smile,1,1,f,otto,107,0,221,118,156,338,47,87,#db7093,blasses Violettrot,palevioletred,rosa,219,112,147,340,49,86,0.25
25,https://www.otto.de/p/trigema-t-shirt-smile-595524376/#variationId=595524381,https://i.otto.de/i/otto/20621685?$001PICT36$,TRIGEMA T-Shirt Smile,1,1,f,otto,8,1,41,40,56,244,29,22,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.5
26,https://www.otto.de/p/name-it-minnie-mouse-print-t-shirt-mit-langen-aermeln-721667859/#variationId=721667860,https://i.otto.de/i/otto/27621861?$001PICT36$,name it Minnie Mouse Print T-Shirt mit langen Ärmeln,1,0,f,otto,8,0,55,50,46,27,16,22,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.25
26,https://www.otto.de/p/name-it-minnie-mouse-print-t-shirt-mit-langen-aermeln-721667859/#variationId=721667860,https://i.otto.de/i/otto/27621861?$001PICT36$,name it Minnie Mouse Print T-Shirt mit langen Ärmeln,1,0,f,otto,111,0,212,172,180,348,19,83,#ffc0cb,Rosa,pink,rosa,255,192,203,350,25,100,0.25
26,https://www.otto.de/p/name-it-minnie-mouse-print-t-shirt-mit-langen-aermeln-721667859/#variationId=721667860,https://i.otto.de/i/otto/27621861?$001PICT36$,name it Minnie Mouse Print T-Shirt mit langen Ärmeln,1,0,f,otto,26,1,152,149,144,38,5,60,#a9a9a9,Dunkelgrau,darkgrey,grau,169,169,169,0,0,66,0.5
27,https://www.otto.de/p/name-it-kapuzen-oberteil-mit-langen-aermeln-672090165/#variationId=672090167,https://i.otto.de/i/otto/24315603?$001PICT36$,name it Kapuzen Oberteil mit langen Ärmeln,0,0,m,otto,59,0,234,236,225,71,5,93,#fffff0,Elfenbein,ivory,weiss,255,255,240,60,6,100,0.5
27,https://www.otto.de/p/name-it-kapuzen-oberteil-mit-langen-aermeln-672090165/#variationId=672090167,https://i.otto.de/i/otto/24315603?$001PICT36$,name it Kapuzen Oberteil mit langen Ärmeln,0,0,m,otto,130,1,82,134,191,211,57,75,#4682b4,Stahlblau,steelblue,blau,70,130,180,207,61,71,0.25
27,https://www.otto.de/p/name-it-kapuzen-oberteil-mit-langen-aermeln-672090165/#variationId=672090167,https://i.otto.de/i/otto/24315603?$001PICT36$,name it Kapuzen Oberteil mit langen Ärmeln,0,0,m,otto,124,1,200,201,198,80,1,79,#c0c0c0,Silber,silver,grau,192,192,192,0,0,75,0.25
28,https://www.otto.de/p/trigema-t-shirt-herzchen-678399025/#variationId=678399030,https://i.otto.de/i/otto/25475080?$001PICT36$,TRIGEMA T-Shirt Herzchen,1,1,f,otto,26,0,164,156,156,0,5,64,#a9a9a9,Dunkelgrau,darkgrey,grau,169,169,169,0,0,66,0.25
28,https://www.otto.de/p/trigema-t-shirt-herzchen-678399025/#variationId=678399030,https://i.otto.de/i/otto/25475080?$001PICT36$,TRIGEMA T-Shirt Herzchen,1,1,f,otto,107,0,196,105,146,333,46,77,#db7093,blasses Violettrot,palevioletred,rosa,219,112,147,340,49,86,0.25
28,https://www.otto.de/p/trigema-t-shirt-herzchen-678399025/#variationId=678399030,https://i.otto.de/i/otto/25475080?$001PICT36$,TRIGEMA T-Shirt Herzchen,1,1,f,otto,71,1,234,161,184,341,31,92,#ffb6c1,Hellrosa,lightpink,rosa,255,182,193,351,29,100,0.5
29,https://www.otto.de/p/trigema-t-shirt-love-678399504/#variationId=678399509,https://i.otto.de/i/otto/25475219?$001PICT36$,TRIGEMA T-Shirt Love,1,1,f,otto,118,0,109,75,55,22,50,43,#8b4513,Sattelbraun,saddlebrown,braun,139,69,19,25,86,55,0.25
29,https://www.otto.de/p/trigema-t-shirt-love-678399504/#variationId=678399509,https://i.otto.de/i/otto/25475219?$001PICT36$,TRIGEMA T-Shirt Love,1,1,f,otto,12,0,176,49,76,347,72,69,#a52a2a,Braun,brown,rot,165,42,42,0,75,65,0.25
29,https://www.otto.de/p/trigema-t-shirt-love-678399504/#variationId=678399509,https://i.otto.de/i/otto/25475219?$001PICT36$,TRIGEMA T-Shirt Love,1,1,f,otto,141,1,174,195,59,69,70,76,#9acd32,Gelbgruen,yellowgreen,gruen,154,205,50,80,76,80,0.5
30,https://www.otto.de/p/bench-langarmshirt-mit-grossem-logo-druck-vorn-699651822/#variationId=595282202,https://i.otto.de/i/otto/lh_platzhalter_ohne_abbildung?$001PICT36$,Bench. Langarmshirt mit grossem Logo-Druck vorn,1,0,m,otto,41,0,72,80,91,215,21,36,#696969,Dunkelgrau,dimgrey,grau,105,105,105,0,0,41,0.5
30,https://www.otto.de/p/bench-langarmshirt-mit-grossem-logo-druck-vorn-699651822/#variationId=595282202,https://i.otto.de/i/otto/lh_platzhalter_ohne_abbildung?$001PICT36$,Bench. Langarmshirt mit grossem Logo-Druck vorn,1,0,m,otto,48,1,234,234,244,240,4,96,#f8f8ff,Geisterweiss,ghostwhite,weiss,248,248,255,240,3,100,0.5
31,https://www.otto.de/p/name-it-glitzerprint-t-shirt-mit-langen-aermeln-710802800/#variationId=710802806,https://i.otto.de/i/otto/27186940?$001PICT36$,name it Glitzerprint T-Shirt mit langen Ärmeln,1,1,f,otto,57,0,244,89,92,359,64,96,#cd5c5c,Indischrot,indianred,rot,205,92,92,0,55,80,0.25
31,https://www.otto.de/p/name-it-glitzerprint-t-shirt-mit-langen-aermeln-710802800/#variationId=710802806,https://i.otto.de/i/otto/27186940?$001PICT36$,name it Glitzerprint T-Shirt mit langen Ärmeln,1,1,f,otto,131,0,200,170,138,31,31,78,#d2b48c,hautfarben,tan,braun,210,180,140,34,33,82,0.25
31,https://www.otto.de/p/name-it-glitzerprint-t-shirt-mit-langen-aermeln-710802800/#variationId=710802806,https://i.otto.de/i/otto/27186940?$001PICT36$,name it Glitzerprint T-Shirt mit langen Ärmeln,1,1,f,otto,139,1,241,240,237,45,2,95,#f5f5f5,rauchfarben,whitesmoke,grau,245,245,245,0,0,96,0.5
